City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
341,Ocos,GT,14.5094,-92.1933,80.35,75,6,0.87,clear sky
342,Hurghada,EG,27.2574,33.8129,69.84,52,0,9.22,clear sky
343,Coahuayana,MX,18.7333,-103.6833,75.51,92,7,1.1,clear sky
344,Unai,BR,-16.3575,-46.9061,72.45,77,53,0.94,moderate rain
345,Gondanglegi,ID,-7.7479,112.0132,81.84,77,83,3.49,broken clouds
346,Santa Cruz,BO,-17.8,-63.1667,78.26,69,88,6.91,overcast clouds
347,Pingliang,CN,35.5392,106.6861,48.56,90,99,6.55,overcast clouds
348,Necochea,AR,-38.5473,-58.7368,64.31,37,64,15.23,broken clouds
349,Kavieng,PG,-2.5744,150.7967,85.01,67,63,4.63,broken clouds
350,Vostok,RU,46.4856,135.8833,28.02,40,0,13.4,clear sky
351,Victoria,HK,22.2855,114.1577,80.04,80,17,5.01,few clouds
352,Acarau,BR,-2.8856,-40.12,78.22,79,100,11.07,overcast clouds
353,Wuwei,CN,37.9281,102.6414,45.59,50,39,12.75,scattered clouds
354,Srednekolymsk,RU,67.45,153.6833,-2.94,97,100,3.49,light snow
355,Semey,KZ,50.4111,80.2275,28.62,86,75,6.71,broken clouds
356,Keningau,MY,5.3378,116.1602,82.0,75,100,2.19,overcast clouds
357,Strezhevoy,RU,60.7333,77.5889,24.85,98,100,3.83,overcast clouds
358,Gemena,CD,3.25,19.7667,69.55,99,100,2.75,light rain
359,Sitka,US,57.0531,-135.33,32.31,72,100,5.95,light snow
360,Codrington,AU,-38.2667,141.9667,73.78,69,100,21.12,light rain
361,Tabriz,IR,38.08,46.2919,45.86,87,75,4.61,broken clouds
362,Waiouru,NZ,-39.4833,175.6667,59.45,39,16,11.97,few clouds
363,Varadero,CU,23.1536,-81.2514,77.14,80,98,14.45,overcast clouds
364,Hualmay,PE,-11.0964,-77.6139,63.48,84,11,7.74,few clouds
365,Malakal,SS,9.5334,31.6605,73.2,29,84,4.99,broken clouds
366,Mandurah,AU,-32.55,115.7,62.92,81,91,15.77,overcast clouds
367,Teluk Nibung,ID,3.001,99.8164,80.11,84,99,6.11,overcast clouds
368,Smolyaninovo,RU,43.2956,132.4675,47.66,34,87,8.32,overcast clouds
369,Mackenzie,CA,55.2999,-123.1698,7.02,72,100,3.44,overcast clouds
370,Abu Samrah,SY,35.3029,37.1841,55.53,77,16,5.53,few clouds
371,Ginda,IN,30.6945,78.4932,47.95,70,98,5.86,overcast clouds
372,Taungdwingyi,MM,20.0167,95.55,76.57,61,4,4.61,clear sky
373,Buala,SB,-8.145,159.5921,82.85,78,100,10.11,light rain
374,Kisesa,TZ,-3.0833,34.15,69.4,62,100,3.58,overcast clouds
375,Chiang Klang,TH,19.2938,100.8617,78.96,59,5,1.36,clear sky
376,Ust-Nera,RU,64.5667,143.2,-19.52,96,62,4.76,broken clouds
377,Tosya,TR,41.0155,34.0401,40.12,72,4,0.6,clear sky
378,Sisimiut,GL,66.9395,-53.6735,11.25,75,100,10.98,overcast clouds
379,Mitsamiouli,KM,-11.3847,43.2844,77.5,82,3,12.57,clear sky
380,Maniitsoq,GL,65.4167,-52.9,17.29,53,100,4.7,overcast clouds
381,Qasigiannguit,GL,68.8193,-51.1922,-5.57,78,100,8.14,overcast clouds
382,Duverge,DO,18.3784,-71.5247,75.36,88,3,1.5,clear sky
383,Hastings,GB,50.8552,0.5729,57.52,88,6,18.41,clear sky
384,Tilichiki,RU,60.4667,166.1,9.66,90,16,4.38,few clouds
385,General Roca,AR,-39.0333,-67.5833,60.06,84,100,1.01,light rain
386,Broome,US,42.2506,-75.833,45.37,59,0,1.99,clear sky
387,Avesta,SE,60.1455,16.1679,48.79,97,100,8.08,overcast clouds
388,Jeremoabo,BR,-10.075,-38.4808,70.86,89,3,6.22,clear sky
389,Mingshui,CN,36.7167,117.5,65.32,56,85,2.68,overcast clouds
390,Kampong Cham,KH,11.9934,105.4635,80.42,72,19,14.14,few clouds
391,Westport,US,41.1415,-73.3579,49.91,76,0,10.0,clear sky
392,Knysna,ZA,-34.0363,23.0471,57.31,87,59,5.61,broken clouds
393,Hokitika,NZ,-42.7167,170.9667,67.59,55,0,9.4,clear sky
394,Khash,IR,28.2211,61.2158,54.81,61,7,1.81,clear sky
395,Belaya Gora,RU,68.5333,146.4167,-21.71,98,32,3.91,scattered clouds
396,Wembley,AU,-31.9333,115.8,71.02,76,75,9.22,broken clouds
397,Maragogi,BR,-9.0122,-35.2225,75.72,81,66,4.79,broken clouds
398,Cururupu,BR,-1.8283,-44.8683,72.64,93,6,3.15,clear sky
399,Jieshi,CN,22.8134,115.8257,75.07,78,0,5.7,clear sky
400,Gangapur,IN,26.4833,76.7167,71.02,59,78,5.95,broken clouds
401,Senneterre,CA,48.3835,-77.2328,36.59,80,100,9.91,overcast clouds
402,Salym,RU,60.0625,71.4789,28.08,99,100,1.95,light snow
403,Aykhal,RU,66.0,111.5,13.23,95,100,11.5,light snow
404,Lufilufi,WS,-13.8745,-171.5986,82.18,80,88,13.94,light rain
405,Laem Sing,TH,12.4816,102.0738,87.96,100,99,9.95,overcast clouds
406,Camacha,PT,33.0833,-16.3333,63.82,77,40,4.61,scattered clouds
407,Ozinki,RU,51.1786,49.6769,34.93,87,93,9.8,overcast clouds
408,Ouahigouya,BF,13.5828,-2.4216,76.17,17,12,7.29,few clouds
409,Shubarshi,KZ,48.5872,57.1869,29.28,90,24,3.74,few clouds
410,Stromness,GB,58.965,-3.296,49.96,90,100,21.0,light rain
411,Japura,ID,-0.3167,102.35,75.61,95,100,1.7,moderate rain
412,Kiunga,PG,-6.1219,141.2906,82.17,89,85,0.56,overcast clouds
413,Nisia Floresta,BR,-6.0911,-35.2086,79.18,83,47,7.7,scattered clouds
414,Safaga,EG,26.7292,33.9365,70.52,54,0,12.73,clear sky
415,Tomatlan,MX,19.9333,-105.25,72.93,90,0,2.53,clear sky
416,Balkhash,KZ,46.844,74.9804,30.81,86,40,13.42,scattered clouds
417,Taltal,CL,-25.4,-70.4833,61.52,76,0,5.03,clear sky
418,Charlottesville,US,38.0293,-78.4767,48.22,84,0,2.35,clear sky
419,Kruisfontein,ZA,-34.0033,24.7314,56.88,75,100,4.68,overcast clouds
420,Takoradi,GH,4.8845,-1.7554,78.03,85,72,7.54,broken clouds
421,Puerto Baquerizo Moreno,EC,-0.9,-89.6,66.58,81,29,10.36,scattered clouds
422,Karratha,AU,-20.7377,116.8463,80.44,35,0,17.49,clear sky
423,Aklavik,CA,68.2191,-135.0107,15.46,88,100,16.31,overcast clouds
424,Gravelbourg,CA,49.8834,-106.5512,5.27,89,100,7.56,overcast clouds
425,Augustow,PL,53.8432,22.9798,44.49,91,98,7.0,overcast clouds
426,Mount Isa,AU,-20.7333,139.5,92.97,33,7,6.91,clear sky
427,Inhambane,MZ,-23.865,35.3833,75.81,92,2,7.34,clear sky
428,Saint-Francois,FR,46.4154,3.9054,47.64,93,100,2.3,fog
429,Plouzane,FR,48.3833,-4.6167,53.78,94,75,11.5,broken clouds
430,Itarema,BR,-2.9248,-39.9167,78.21,79,100,10.71,overcast clouds
431,Amahai,ID,-3.3333,128.9167,86.02,65,96,4.36,overcast clouds
432,Palmer,US,42.1584,-72.3287,43.48,70,0,4.92,clear sky
433,Bafoulabe,ML,13.8065,-10.8321,74.46,17,0,2.08,clear sky
434,Khartoum,SD,15.5518,32.5324,73.02,31,0,1.99,clear sky
435,Hobyo,SO,5.3505,48.5268,78.8,69,0,10.65,clear sky
436,Dauphin,CA,51.1494,-100.0502,12.34,79,100,10.36,overcast clouds
437,Padang,ID,-0.9492,100.3543,80.65,81,100,1.41,overcast clouds
438,Kidal,ML,18.4411,1.4078,70.52,13,6,10.96,clear sky
439,Florida,US,28.7505,-82.5001,67.91,79,100,13.8,overcast clouds
440,Hvolsvollur,IS,63.7533,-20.2243,38.37,81,100,9.17,overcast clouds
441,Bodden Town,KY,19.2833,-81.25,80.6,71,75,2.3,broken clouds
442,Damghan,IR,36.1683,54.348,43.79,40,0,0.76,clear sky
443,Kargasok,RU,59.0556,80.8572,24.82,95,99,8.84,light snow
444,Tiznit,MA,29.5833,-9.5,60.82,47,0,0.85,clear sky
445,Buin,CL,-33.7333,-70.75,59.74,81,1,3.02,clear sky
446,Siyabuswa,ZA,-25.1132,29.0445,70.9,47,0,5.53,clear sky
447,Meulaboh,ID,4.1363,96.1285,79.27,84,38,2.46,scattered clouds
448,Kulhudhuffushi,MV,6.6221,73.07,81.19,73,99,4.56,overcast clouds
449,Tabas,IR,33.5959,56.9244,53.31,33,9,2.08,clear sky
450,Emba,KZ,48.8264,58.1442,28.08,94,54,4.03,broken clouds
451,The Valley,AI,18.217,-63.0578,82.26,73,78,14.94,broken clouds
452,Luderitz,NA,-26.6481,15.1594,57.31,80,5,13.89,clear sky
453,Opuwo,NA,-18.0607,13.84,62.64,45,4,3.71,clear sky
454,Ust-Kut,RU,56.7938,105.7672,19.47,91,99,4.81,overcast clouds
455,Denpasar,ID,-8.65,115.2167,85.71,74,20,4.61,few clouds
456,Quelimane,MZ,-17.8786,36.8883,76.59,93,100,3.51,overcast clouds
457,Otjimbingwe,NA,-22.35,16.1333,65.44,48,0,1.79,clear sky
458,Touros,BR,-5.1989,-35.4608,77.4,77,60,12.88,broken clouds
459,Daru,PG,-9.0763,143.2092,85.15,63,15,14.32,few clouds
460,Heinola,FI,61.2056,26.0381,46.0,88,97,7.07,overcast clouds
461,Saint-Augustin,CA,51.226,-58.6502,29.23,35,62,8.93,broken clouds
462,Mosquera,CO,4.7059,-74.2302,53.69,94,75,2.3,light intensity drizzle
463,Katherine,AU,-14.4667,132.2667,93.52,46,85,6.91,overcast clouds
464,Shirokiy,RU,49.758,129.523,28.26,52,0,10.63,clear sky
465,Te Anau,NZ,-45.4167,167.7167,63.86,37,1,2.75,clear sky
466,Colon,PA,9.3592,-79.9014,78.37,83,100,4.68,overcast clouds
467,Bhabua,IN,25.05,83.6167,70.39,54,0,2.04,clear sky
468,Ambilobe,MG,-13.2,49.05,68.86,74,98,4.32,overcast clouds
469,Constitucion,CL,-35.3333,-72.4167,54.66,94,66,12.91,broken clouds
470,Korla,CN,41.7597,86.1469,44.1,59,100,9.22,overcast clouds
471,Eucaliptus,BO,-17.5833,-67.5167,48.61,53,8,6.15,clear sky
472,Mackay,AU,-21.15,149.2,82.69,62,87,15.41,overcast clouds
473,Bako,ET,5.7833,36.5667,63.36,74,100,3.24,overcast clouds
474,Zandvoort,NL,52.3749,4.5341,53.91,92,20,11.5,few clouds
475,Mage,BR,-22.6528,-43.0406,75.16,98,100,1.61,overcast clouds
476,Albacete,ES,38.8333,-2.0,50.18,100,75,4.61,broken clouds
477,Beringovskiy,RU,63.05,179.3167,17.29,92,96,3.11,overcast clouds
478,Yulara,AU,-25.2406,130.9889,88.9,19,33,6.26,scattered clouds
479,Mogosani,RO,44.6833,25.4,45.3,89,60,4.27,broken clouds
480,Najran,SA,17.4924,44.1277,63.25,33,1,2.44,clear sky
481,Drayton Valley,CA,53.2168,-114.9854,-7.65,99,7,4.5,clear sky
482,Vayalar,IN,9.7,76.3333,77.02,85,100,5.01,overcast clouds
483,Svetlaya,RU,46.5389,138.3297,38.19,31,0,5.53,clear sky
484,Liseleje,DK,56.0053,11.9483,51.19,91,100,8.01,overcast clouds
485,Yashan,CN,22.1975,109.9419,79.09,70,17,4.27,few clouds
486,Xam Nua,LA,20.4197,104.0439,71.65,55,6,1.72,clear sky
487,Elat,IL,29.5581,34.9482,64.24,72,0,5.75,clear sky
488,Udachnyy,RU,66.4167,112.4,8.46,84,100,4.5,overcast clouds
489,Rolla,US,37.9514,-91.7713,71.24,71,51,1.01,broken clouds
490,Nioro,GM,13.35,-15.75,74.16,83,1,4.81,clear sky
491,Ucluelet,CA,48.9329,-125.5528,43.11,83,36,7.52,scattered clouds
492,Carbonia,IT,39.1672,8.5222,60.01,64,100,2.8,overcast clouds
493,Huntington,US,38.4193,-82.4452,56.37,48,4,6.02,clear sky
494,Matara,LK,5.9485,80.5353,76.05,85,100,2.51,overcast clouds
495,Richards Bay,ZA,-28.783,32.0377,69.84,93,99,11.48,light rain
496,Los Algarrobos,PA,8.5,-82.4333,73.81,94,40,3.44,scattered clouds
497,Sur,OM,22.5667,59.5289,78.57,55,0,1.32,clear sky
498,Erdenet,MN,49.0333,104.0833,26.06,78,100,2.51,overcast clouds
499,Namibe,AO,-15.1961,12.1522,65.25,78,15,8.72,few clouds
500,Dandong,CN,40.1292,124.3947,50.83,96,100,2.19,overcast clouds
501,Poum,NC,-20.2333,164.0167,77.31,73,3,21.43,clear sky
502,Torzhok,RU,57.0436,34.9622,44.15,90,100,8.1,overcast clouds
503,Saint Anthony,US,45.0205,-93.218,65.8,94,100,10.36,overcast clouds
504,Mahajanga,MG,-15.7167,46.3167,75.22,94,40,2.3,scattered clouds
505,Muroto,JP,33.2833,134.15,67.77,62,6,5.91,clear sky
506,Bajil,YE,15.0584,43.2851,79.79,71,5,5.17,clear sky
507,Chumikan,RU,54.7183,135.315,20.05,76,23,18.77,few clouds
508,Rafai,CF,4.95,23.9167,68.13,96,100,1.12,light rain
509,Porto Santo,PT,33.072,-16.3415,66.58,77,40,4.61,scattered clouds
510,Alekseyevsk,RU,57.8406,108.3492,19.31,91,100,9.1,overcast clouds
511,Anchorage,US,61.2181,-149.9003,34.63,87,22,8.99,few clouds
512,Prince Rupert,CA,54.3161,-130.3201,35.29,53,100,11.5,overcast clouds
513,Asfi,MA,32.2994,-9.2372,64.18,90,0,11.25,clear sky
514,Haines Junction,CA,60.7522,-137.5108,17.2,97,100,2.44,overcast clouds
515,Sungairaya,ID,0.7,108.9,82.29,76,100,7.34,overcast clouds
516,Bayir,TR,37.2687,28.2167,41.52,64,0,3.18,clear sky
517,Micheweni,TZ,-4.9667,39.8333,77.81,87,62,8.12,light rain
518,Aliwal North,ZA,-30.6937,26.7114,54.95,74,92,5.7,overcast clouds
519,Maningrida,AU,-12.0667,134.2667,90.48,51,25,8.19,scattered clouds
520,Kayerkan,RU,69.3497,87.7602,1.53,91,100,7.52,overcast clouds
521,Fort Dodge,US,42.4975,-94.168,66.81,79,98,19.28,overcast clouds
522,Xining,CN,36.6167,101.7667,44.55,50,57,2.15,broken clouds
523,Kerman,IR,30.2832,57.0788,58.37,50,68,4.81,broken clouds
524,North Bend,US,43.4065,-124.2243,45.86,74,21,0.4,few clouds
525,Kibala,TD,9.1104,18.3463,77.79,36,99,2.68,overcast clouds
526,San Cristobal,VE,7.7669,-72.225,67.32,99,100,0.65,overcast clouds
527,Rio Gallegos,AR,-51.6226,-69.2181,44.44,56,98,13.38,overcast clouds
528,Pontes E Lacerda,BR,-15.2261,-59.3353,76.15,38,5,1.92,clear sky
529,Berlevag,NO,70.8578,29.0864,33.8,80,75,6.91,broken clouds
530,Sabya,SA,17.1495,42.6254,83.53,71,4,4.85,clear sky
531,Bjornevatn,NO,69.6672,29.9847,33.42,93,100,8.05,overcast clouds
532,Muzhi,RU,65.3667,64.6667,12.24,97,97,3.36,overcast clouds
533,Gat,IL,31.61,34.7642,61.48,100,0,2.71,clear sky
534,Tigil,RU,57.8,158.6667,26.49,95,100,6.13,light snow
535,Saint-Hyacinthe,CA,45.6168,-72.9491,50.86,45,86,12.46,overcast clouds
536,Dire Dawa,ET,9.5931,41.8661,67.08,73,53,4.03,broken clouds
537,Tazmalt,DZ,36.3868,4.3989,62.51,58,99,1.43,overcast clouds
538,Tazovskiy,RU,67.4667,78.7,-6.34,100,88,7.09,overcast clouds
539,Lafia,NG,8.4833,8.5167,75.04,57,100,2.77,overcast clouds
540,Kiama,AU,-34.6833,150.8667,72.57,62,45,8.01,scattered clouds
541,Kavaratti,IN,10.5669,72.642,82.62,70,59,10.36,broken clouds
542,Naze,JP,28.3667,129.4833,70.9,78,68,12.86,broken clouds
543,Zhuhai,CN,22.2769,113.5678,78.58,83,20,3.44,few clouds
544,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,73.36,94,87,2.51,overcast clouds
545,Kununurra,AU,-15.7667,128.7333,96.78,44,40,9.22,scattered clouds
546,Andenes,NO,69.3143,16.1194,37.38,65,3,14.97,clear sky
547,Bansi,IN,27.1833,82.9333,69.67,73,0,2.59,clear sky
548,Smolenka,RU,52.1352,113.4974,6.87,85,100,0.0,overcast clouds
549,Dudinka,RU,69.4058,86.1778,2.62,96,100,7.61,light snow
550,Kizukuri,JP,40.8061,140.3861,62.94,64,96,14.56,overcast clouds
551,Vilhena,BR,-12.7406,-60.1458,74.14,44,20,2.55,few clouds
552,Jardim,BR,-21.4803,-56.1381,73.15,49,44,4.92,scattered clouds
553,Aleksandrovsk,RU,59.158,57.5624,37.8,100,100,4.63,light rain
554,Rivera,UY,-30.9053,-55.5508,57.56,84,8,7.31,clear sky
555,Lavrentiya,RU,65.5833,-171.0,22.84,74,100,4.43,overcast clouds
556,Lyubech,UA,51.7026,30.6569,43.16,91,100,8.32,overcast clouds
557,Vicksburg,US,32.3526,-90.8779,65.93,48,0,4.61,clear sky
558,Naples,IT,40.8333,14.25,61.75,90,20,2.3,few clouds
559,Hasaki,JP,35.7333,140.8333,68.29,54,18,17.18,few clouds
560,Tuatapere,NZ,-46.1333,167.6833,65.93,37,0,6.38,clear sky
561,Harer,ET,9.3094,42.1258,56.48,84,27,2.3,scattered clouds
562,Mafinga,TZ,-7.25,35.0667,70.68,70,100,3.29,overcast clouds
563,Majene,ID,-3.5403,118.9707,81.77,77,99,1.19,overcast clouds
564,Gizo,SB,-8.103,156.8419,83.37,75,100,6.38,moderate rain
565,Jijiga,ET,9.35,42.8,61.38,77,5,3.6,clear sky
566,Kaspiyskiy,RU,45.3929,47.3707,46.96,84,100,12.82,overcast clouds
567,Caceres,ES,39.522,-6.3748,52.92,88,6,2.21,clear sky
568,Mazamari,PE,-11.3258,-74.5308,69.22,94,47,2.77,moderate rain
569,Lawrenceburg,US,38.0373,-84.8966,60.87,44,0,3.44,clear sky
570,Carballo,ES,43.213,-8.691,60.49,92,49,4.47,scattered clouds
571,Tiarei,PF,-17.5333,-149.3333,82.42,82,23,14.45,light rain
572,Lac-Megantic,CA,45.5834,-70.8823,34.14,55,71,5.57,broken clouds
573,Waipawa,NZ,-41.4122,175.5153,53.78,53,1,13.6,clear sky
574,Praia Da Vitoria,PT,38.7333,-27.0667,68.76,95,100,31.41,overcast clouds
575,Lebowakgomo,ZA,-24.2,29.5,68.11,54,0,2.33,clear sky
576,Tura,IN,25.5198,90.2201,70.41,88,3,2.35,clear sky
577,Port Hedland,AU,-20.3167,118.5667,82.45,51,0,17.27,clear sky
578,Dubbo,AU,-32.25,148.6167,75.33,43,19,12.66,few clouds
579,Kuala Sungai Baru,MY,2.3594,102.0353,83.03,77,99,0.89,light rain
580,Luganville,VU,-15.5333,167.1667,82.94,76,40,0.58,scattered clouds
581,Bilibino,RU,68.0546,166.4372,-2.0,97,100,0.69,overcast clouds
582,San Jose,US,37.3394,-121.895,55.49,69,20,11.5,few clouds
583,Umea,SE,63.8284,20.2597,31.93,100,100,5.75,overcast clouds
584,Dire,ML,12.2833,-10.9667,69.78,32,5,2.01,clear sky
585,Mzimba,MW,-11.9,33.6,67.73,62,100,6.44,overcast clouds
586,Salalah,OM,17.0151,54.0924,73.36,60,9,2.59,clear sky
587,Tynda,RU,55.1667,124.7167,12.27,83,17,1.32,few clouds
588,Newport,GB,51.5877,-2.9984,55.94,88,79,18.1,broken clouds
589,Paita,PE,-5.0892,-81.1144,63.82,83,91,13.15,overcast clouds
590,Yarim,YE,14.298,44.3779,50.2,68,0,4.09,clear sky
591,South Venice,US,27.0531,-82.4243,68.99,88,100,5.99,overcast clouds
592,Huarmey,PE,-10.0681,-78.1522,63.72,85,26,6.17,scattered clouds
593,Wronki,PL,52.7105,16.3804,50.29,81,100,9.22,overcast clouds
594,Gigmoto,PH,13.7796,124.39,84.49,73,100,6.35,overcast clouds
595,Bar Harbor,US,44.3876,-68.2039,46.02,71,60,5.99,broken clouds
596,Tulsipur,NP,28.131,82.2973,62.13,77,1,4.47,clear sky
597,Aquidaba,BR,-10.2814,-37.0186,70.14,94,26,4.81,scattered clouds
598,Urumqi,CN,43.801,87.6005,29.35,93,0,2.24,clear sky
599,Santa Luzia,BR,-19.7697,-43.8514,64.27,96,94,4.27,overcast clouds
600,Jalu,LY,29.0331,21.5482,61.38,58,0,7.25,clear sky
601,Billings,US,45.7833,-108.5007,13.28,84,100,5.75,light snow
602,Kars,TR,40.602,43.095,25.25,93,75,6.91,broken clouds
603,Comodoro Rivadavia,AR,-45.8667,-67.5,63.01,46,65,4.03,broken clouds
604,Dunedin,NZ,-45.8742,170.5036,54.81,61,2,8.01,clear sky
605,Lima,PE,-12.0432,-77.0282,63.9,78,0,11.5,clear sky
606,Kenda,IN,23.2,86.5333,71.31,56,0,4.74,clear sky
607,Seguin,US,29.5688,-97.9647,75.85,81,54,4.0,broken clouds
608,Qaqortoq,GL,60.7167,-46.0333,25.39,88,100,3.04,overcast clouds
609,Wanaka,NZ,-44.7,169.15,64.65,54,0,3.94,clear sky
610,Namatanai,PG,-3.6667,152.4333,86.45,67,52,7.96,light rain
611,Cortez,US,37.3489,-108.5859,31.03,86,100,5.75,overcast clouds
612,Breytovo,RU,58.2993,37.8617,43.92,91,100,10.2,overcast clouds
613,Montepuez,MZ,-13.1256,38.9997,69.55,88,95,6.46,overcast clouds
614,Coari,BR,-4.085,-63.1414,75.09,88,59,2.91,broken clouds
615,Kolvereid,NO,64.8655,11.6047,38.43,83,100,10.0,overcast clouds
616,Araouane,ML,18.9048,-3.5265,72.77,13,30,6.96,scattered clouds
617,Kushiro,JP,42.975,144.3747,55.83,61,72,17.81,broken clouds
618,Ossora,RU,59.2353,163.0719,21.49,81,97,3.96,overcast clouds
619,Ust-Kuyga,RU,70.0167,135.6,-9.18,99,98,6.35,overcast clouds
620,Nikki,BJ,9.9401,3.2108,74.07,39,24,1.63,few clouds
621,Charlestown,AU,-32.95,151.6667,73.51,62,17,5.01,few clouds
622,Kuybysheve,UA,47.358,36.6491,37.76,91,10,6.4,clear sky
623,Almas,RO,46.2833,22.2333,48.06,83,38,4.36,scattered clouds
624,Mwembe,TZ,-4.15,37.85,66.43,85,97,2.51,overcast clouds
625,Ca Mau,VN,9.1769,105.15,81.05,79,99,4.83,overcast clouds
626,Marquette,US,46.5333,-87.6335,50.77,88,100,10.92,overcast clouds
627,Svetlogorsk,BY,52.6333,29.7333,44.11,92,100,9.22,overcast clouds
628,Anan,JP,33.9167,134.65,65.35,62,9,0.85,clear sky
629,Honningsvag,NO,70.9821,25.9704,35.35,80,100,10.36,overcast clouds
630,Mahon,ES,39.8885,4.2658,64.96,88,40,11.5,scattered clouds
631,West Bay,KY,19.3667,-81.4167,81.0,77,75,3.44,broken clouds
632,Demirci,TR,39.0461,28.6589,39.38,43,0,6.31,clear sky
633,Burns Lake,CA,54.2331,-125.7533,11.84,88,4,2.42,clear sky
634,Roseburg,US,43.2165,-123.3417,45.5,82,100,4.61,overcast clouds
635,Oranjestad,AW,12.524,-70.027,78.91,96,100,6.82,overcast clouds
636,Notodden,NO,59.5594,9.2585,44.51,94,6,2.77,clear sky
637,Russell,US,32.3502,-85.1999,63.55,55,40,3.44,scattered clouds
638,Salaverry,PE,-8.2333,-78.9667,62.51,85,62,7.65,broken clouds
639,Asyut,EG,27.181,31.1837,62.29,56,0,5.95,clear sky
640,Marzuq,YE,14.4,46.4667,61.99,71,2,4.05,clear sky
641,Atar,MR,20.5169,-13.0499,77.63,16,0,5.68,clear sky
642,Muros,ES,42.7762,-9.0603,61.09,94,96,7.38,overcast clouds
643,Walvis Bay,NA,-22.9575,14.5053,59.09,100,0,8.05,clear sky
644,Ardakan,IR,32.31,54.0175,51.46,33,80,4.16,broken clouds
645,Cockburn Town,TC,21.4612,-71.1419,81.63,76,0,11.18,clear sky
646,Olyka,UA,50.7186,25.8125,43.16,100,34,7.0,scattered clouds
647,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,77.58,38,0,4.09,clear sky
648,Challans,FR,46.8436,-1.8749,45.52,82,2,4.07,clear sky
649,Ketchikan,US,55.3422,-131.6461,36.07,44,100,10.36,overcast clouds
650,Gravdal,NO,68.1214,13.5031,36.34,62,24,8.55,few clouds
651,Hambantota,LK,6.1241,81.1185,75.54,100,75,2.3,broken clouds
652,Rohatyn,UA,49.409,24.6093,43.83,79,38,3.51,scattered clouds
653,Tacuati,PY,-23.45,-56.5833,71.01,61,10,2.64,clear sky
654,Hanko,FI,59.8333,22.95,51.06,95,93,15.95,overcast clouds
655,Krasnyy Chikoy,RU,50.3643,108.7512,29.79,91,100,3.44,light snow
656,Palu,ID,-0.8917,119.8707,87.53,66,98,1.5,overcast clouds
657,Neiafu,TO,-18.65,-173.9833,83.08,78,40,12.66,scattered clouds
658,Lebedinyy,RU,58.5167,125.5167,14.86,91,100,11.65,light snow
659,Yei,SS,4.095,30.6779,64.96,98,89,1.83,light rain
660,Clarksdale,US,34.2001,-90.5709,65.91,68,40,6.91,scattered clouds
661,Melfi,IT,40.9965,15.6514,50.14,65,100,4.74,overcast clouds
662,Fort Nelson,CA,58.8053,-122.7002,1.94,93,8,1.68,clear sky
663,Vila Do Maio,CV,15.1333,-23.2167,75.99,69,100,12.91,overcast clouds
664,Londoko,RU,49.0333,131.9833,28.51,45,1,10.83,clear sky
665,Curug,ID,-6.2658,106.5564,82.24,85,20,9.22,light rain
666,Avera,US,33.194,-82.5271,62.65,58,100,16.44,overcast clouds
667,Esperance,AU,-33.8667,121.9,68.59,60,83,10.0,broken clouds
668,Vestmannaeyjar,IS,63.4427,-20.2734,43.48,80,100,10.51,overcast clouds
669,Zaragoza,ES,41.6561,-0.8773,54.05,78,0,10.0,clear sky
670,Mendi,PG,-6.1761,143.6513,63.82,86,85,3.85,overcast clouds
671,Cochrane,CA,51.1834,-114.4687,-0.13,61,0,0.0,clear sky
672,Aloleng,PH,16.1307,119.7824,84.09,68,90,6.11,overcast clouds
673,Ginir,ET,7.1333,40.7,54.64,87,99,3.83,overcast clouds
674,Benjamin Hill,MX,30.1667,-111.1,61.34,61,0,11.34,clear sky
675,Yarmouth,US,41.7057,-70.2286,49.98,86,0,5.01,clear sky
676,Nhulunbuy,AU,-12.2333,136.7667,90.21,62,40,14.97,scattered clouds
677,Kielce,PL,50.8703,20.6275,42.03,1,94,6.76,overcast clouds
678,Sarapul,RU,56.4763,53.7978,35.1,98,100,9.06,snow
679,Misratah,LY,32.3754,15.0925,66.92,66,34,5.19,scattered clouds
680,Kirkland Lake,CA,48.1446,-80.0377,37.74,98,100,7.07,moderate rain
681,Olinda,BR,-8.0089,-34.8553,80.33,69,40,6.91,scattered clouds
682,Baculin,PH,7.4525,126.5842,84.74,75,91,8.37,overcast clouds
683,Vung Tau,VN,10.346,107.0843,81.34,75,100,4.43,overcast clouds
684,Kokopo,PG,-4.352,152.2633,85.96,65,98,9.42,light rain
685,Marienburg,PL,54.0359,19.0266,46.04,85,100,9.6,overcast clouds
